Name,price,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,total_shares,dividend_yield,potencial
BlackBerry,2.35731375,Canada,-142500000.0,1392531153.0943751,-2.65263,780000000.0,468084400.97929186,0.0,Empresas de Baixo Potencial
BJ's Wholesale Club,78.7771395,United States,969668750.0,10444745791.078375,21.5842,10562148750.0,132585999.66146746,0.0,Empresas de Muito Alto Potencial
Bio-Rad Laboratories,141.8878194545,United States,-871390937.5,8810315501.568,-52.23688250000001,3203255000.0,27793701.125249766,0.0,Empresas de Alto Potencial
Biohaven Pharmaceutical,48.7559155,United States,-871390937.5,4609496648.089625,-6.82731,0.0,94542305.29400325,0.0,Empresas de Alto Potencial
Bill.com,50.8132075,United States,-8922500.0,5421006724.01925,-33.2375,1612715000.0,106684993.7394574,0.0,Empresas de Alto Potencial
Biglari,141.8878194545,United States,-71052500.0,496273020.9952,2.2877,452742500.0,3070050.0589205753,0.0,Empresas de Baixo Potencial
Big Lots,0.47317716000000004,United States,-523443750.0,14044844.8441,-0.0252824,5643531250.0,29682000.80515298,0.0,Empresas de Baixo Potencial
BellRing Brands,58.0518275,United States,442125000.0,7502734598.34875,53.6053,2391250000.0,129242005.31583178,0.0,Empresas de Alto Potencial
Beazer Homes USA,32.15947425,United States,183548750.0,999577530.784,5.42652,2711806250.0,31081899.007848363,0.0,Empresas de Baixo Potencial
BBX Capital Corporation,7.5529285,United States,-62190000.0,101469062.6404,3.86829,444581250.0,13434400.0,0.0,Empresas de Baixo Potencial
Bausch Health,7.77675425,Canada,-442500000.0,2859419117.61925,-3.10857,10562148750.0,367687987.2627131,0.0,Empresas de Potencial Mediano
Barnes &amp; Noble Education,8.8863585,United States,-139573750.0,232893683.56800002,-4.94737,1958006250.0,26208000.0,0.0,Empresas de Baixo Potencial
Azul,3.1668962499999997,Brazil,-871390937.5,354150839.7888,-0.937286,4582121055.0,111828999.69924814,0.0,Empresas de Baixo Potencial
Axos Financial,59.1376205,United States,794351250.0,3368372311.1936245,11.1813,1341790000.0,56958198.22837858,0.0,Empresas de Baixo Potencial
Axalta,35.069209,United States,524250000.0,7690852647.34725,34.8131,6564125000.0,219304993.3731682,0.0,Empresas de Potencial Mediano
Avantor,24.6398815,United States,564000000.0,15534204037.670837,47.8333,8532000000.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Avanos Medical,22.6968835,United States,17500000.0,1042899040.8896,-19.9748,853000000.0,45948997.39823752,0.0,Empresas de Baixo Potencial
AutoNation,141.8878194545,United States,1220532500.0,6832501415.679999,7.77074,10562148750.0,39679221.1958626,0.0,Empresas de Potencial Mediano
Aurora Cannabis,5.562308,Canada,-19614125.0,305170466.112,-2.49265,257429397.5,54864000.0,0.0,Empresas de Baixo Potencial
AssetMark,33.564338,United States,242218750.0,2511686663.129625,24.6434,921827500.0,74832003.63223684,0.0,Empresas de Baixo Potencial
Aspen Aerogels,26.5447815,United States,3766250.0,2046127396.3392498,-33.5765,446556250.0,77082096.0172247,0.0,Empresas de Baixo Potencial
Ashford Hospitality Trust,0.7236715100000001,United States,490997500.0,39348627.8068,-0.143954,1604095000.0,54373603.57988944,0.0,Empresas de Baixo Potencial
ASGN,87.5396795,United States,330875000.0,3921777885.4272504,20.3843,5343250000.0,44800002.78533405,0.0,Empresas de Potencial Mediano
Asbury Automotive Group,141.8878194545,United States,945000000.0,4622778890.982375,5.8137,10562148750.0,19980100.24699479,0.0,Empresas de Potencial Mediano
Arcus Biosciences,14.69154125,United States,-307500000.0,1343211006.214375,-3.89141,308750000.0,91427508.0713111,0.0,Empresas de Baixo Potencial
APi Group,31.983271000000002,United States,512500000.0,8785677250.662374,70.237755,8592500000.0,274696020.01191103,0.0,Empresas de Potencial Mediano
Antero Resources,26.90195025,United States,379825000.0,8366695318.57925,9.76531,5193648750.0,311007017.73765457,0.0,Empresas de Alto Potencial
Amneal Pharmaceuticals,7.81009,United States,-144526250.0,2417558635.53275,-52.23688250000001,3247490000.0,309542993.1707253,0.0,Empresas de Baixo Potencial
AMN Healthcare Services,40.536272000000004,United States,248403750.0,1540455385.39525,5.6087,4041618750.0,38001900.75188093,0.0,Empresas de Baixo Potencial
American Realty Investors,16.8488405,United States,7222500.0,272142486.9952,0.818981,62806250.0,16152000.9044658,0.0,Empresas de Baixo Potencial
Allegheny Technologies,62.89027349999999,United States,415125000.0,7827574848.512,28.4421,5284750000.0,124463997.57685901,0.0,Empresas de Alto Potencial
Adtalem Global Education,71.575379315,United States,273256250.0,2697661714.8672495,32.4224,1980815000.0,37689799.77032273,0.0,Empresas de Baixo Potencial
Accel Entertainment,11.0198465,United States,124672500.0,910622784.8896,18.0781,1494743750.0,82634797.57994814,0.0,Empresas de Baixo Potencial
Abercrombie &amp; Fitch,132.8191525,United States,850861250.0,6784229481.93275,65.6818,5830052500.0,51078698.77375365,0.0,Empresas de Alto Potencial
8x8,1.9239490000000001,United States,-24973750.0,246900367.55040002,-4.0,904456250.0,128329996.03960396,0.0,Empresas de Baixo Potencial
3D Systems,2.75734275,United States,-430852500.0,368309306.2032,-3.04211,568495000.0,133574002.07253887,0.0,Empresas de Baixo Potencial
Grupo Financiero Inbursa,2.184272634,Mexico,1220532500.0,13293263334.581251,9.26991,5341057531.25,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Fannie Mae,1.161989,United States,1220532500.0,1345687802.9120002,70.237755,10562148750.0,468084400.97929186,0.0,Empresas de Potencial Mediano
Diagnosticos da America (DASA),0.47011884305,Brazil,-206081250.0,351378380.70485,-2.02615,3603167355.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Atacadão,1.555141311,Brazil,151020000.0,3279880627.44025,70.237755,10562148750.0,468084400.97929186,0.0,Empresas de Potencial Mediano
Freddie Mac,5.9147145000000005,United States,1220532500.0,15534204037.670837,0.0,10562148750.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Hapvida,0.6898481056,Brazil,-125491250.0,5169989208.473375,-37.1151,6714900152.5,468084400.97929186,0.0,Empresas de Potencial Mediano
JBS,5.293945688,Brazil,-723685000.0,11742602834.130749,14.5028,10562148750.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Gruma (Maseca),17.274871384999997,Mexico,940008750.0,6288260132.476,18.6982,8302635000.0,364011979.7323747,0.0,Empresas de Potencial Mediano
Green Thumb Industries,9.879859095,United States,237333750.0,2329853663.0975,-52.23688250000001,1386977500.0,235818511.24542785,0.0,Empresas de Baixo Potencial
Curaleaf,2.876399,United States,-156536250.0,2154250373.734375,-5.00668,1699573750.0,468084400.97929186,0.0,Empresas de Baixo Potencial
AmTrust Financial Services,15.0010875,United States,0.0,2965729971.264,0.0,0.0,197700998.0952381,0.0,Empresas de Baixo Potencial
Movida Participações,1.062877053,Brazil,315876250.0,380375926.68404996,70.237755,2824880906.25,357873872.25119627,0.0,Empresas de Baixo Potencial
Locaweb,0.72221140415,Brazil,13925250.0,420294351.0362,-52.23688250000001,326364526.25,468084400.97929186,0.0,Empresas de Baixo Potencial
Air Canada,11.544074980000001,Canada,1220532500.0,4138472689.8997498,2.59577,10562148750.0,358493226.79119927,0.0,Empresas de Potencial Mediano
Repare Therapeutics,3.3050015,Canada,-119735000.0,140282444.0256,-52.23688250000001,85853750.0,42445500.86455331,0.0,Empresas de Baixo Potencial
Marimaca Copper,2.752599549,Canada,-9187500.0,277988201.25495005,-52.23688250000001,0.0,100991152.65638301,0.0,Empresas de Baixo Potencial
Bakhu Holdings,0.476225,United States,1194572.5,143488024.98479998,-8.33333,0.0,301303008.0,0.0,Empresas de Baixo Potencial
Cresco Labs,1.5715425,United States,-90932500.0,547908855.7504,-2.11538,934308750.0,348643995.1515151,0.0,Empresas de Baixo Potencial
MiMedx Group,5.5718325,United States,86328750.0,817995087.0112001,-52.23688250000001,425575000.0,146808987.35042736,0.0,Empresas de Baixo Potencial
Semler Scientific,22.406005269999998,United States,23420000.0,156669277.6992,8.96981,77176250.0,6992289.60322386,0.0,Empresas de Baixo Potencial
TerrAscend,1.270968329,Canada,-11660000.0,451201614.5075,-0.942629,417452500.0,355006182.461294,0.0,Empresas de Baixo Potencial
Ondas Holdings,0.6952885,United States,-49471375.0,52353345.8186,-0.411471,11511668.75,75297298.63013698,0.0,Empresas de Baixo Potencial
Crexendo,4.25268925,United States,3693750.0,113610171.37840001,70.237755,71261250.0,26714900.783874582,0.0,Empresas de Baixo Potencial
Contango Ore,18.591824,United States,-90623750.0,227216258.6512,-2.94006,0.0,12221300.000000002,0.0,Empresas de Baixo Potencial
FingerMotion,2.05252975,United States,-5254487.5,108194792.1252,-17.7037,39995721.25,52712898.375870064,0.0,Empresas de Baixo Potencial
Cryo-Cell,6.171875999999999,United States,-14715500.0,49756368.980000004,21.6,39552045.0,8061790.123456791,0.0,Empresas de Baixo Potencial
Novo Integrated Sciences,0.267543205,United States,-30431000.0,5097901.95205,-0.309474,16896197.5,19054499.822000712,0.0,Empresas de Baixo Potencial
Barfresh Food Group,2.776296505,United States,-3296250.0,40939825.065,-14.2,11022500.0,14746200.555765208,0.0,Empresas de Baixo Potencial
Where Food Comes From,10.381609755000001,United States,3843750.0,55613974.578,34.0622,32148750.0,5356970.247433462,0.0,Empresas de Baixo Potencial
MariMed,0.1619165,United States,-3023750.0,61627035.2552,10.9919,195087500.0,380609976.47058827,0.0,Empresas de Baixo Potencial
Sono-Tek Corporation,3.88142424,United States,2629825.0,61135925.3666,70.237755,26410025.0,15750900.078523753,0.0,Empresas de Baixo Potencial
TechPrecision,3.0286957549999998,United States,-5782887.5,29133719.6606,-26.7051,39488823.75,9619229.535519985,0.0,Empresas de Baixo Potencial
Stabilis Solutions,4.6193825,United States,4118750.0,85851221.8576,-49.0,89666250.0,18584999.587628867,0.0,Empresas de Baixo Potencial
Interlink Electronics,3.4954915,United States,-2170000.0,34480263.4474,18.2105,15793750.0,9864210.354223434,0.0,Empresas de Baixo Potencial
Rezolute,4.781299,United States,-85573750.0,264739557.9408,-4.18487,0.0,55369797.609561756,0.0,Empresas de Baixo Potencial
CPI Card Group,25.9161645,United States,32551250.0,286790863.2112,7.39402,549361250.0,11066099.816244029,0.0,Empresas de Baixo Potencial
BioLargo,0.22858799999999999,United States,-5861250.0,68717895.972,-10.5439,17365000.0,300619000.0,0.0,Empresas de Baixo Potencial
SurgePays,1.771557,United States,-1157331.25,34979217.714200005,2.09195,141242237.5,19744901.075268816,0.0,Empresas de Baixo Potencial
BV Financial (BayVanguard),14.6201075,United States,21778750.0,166489402.94,11.0432,46536250.0,11387700.3257329,0.0,Empresas de Baixo Potencial
Clean Energy Technologies,0.93606786,United States,-7462812.5,41726537.3356,-40.3266,11407767.5,44576402.11640212,0.0,Empresas de Baixo Potencial
iEntertainment Network,0.0021906350000000002,United States,-2173750.0,286688.40245,-0.0328571,1623750.0,130870000.0,0.0,Empresas de Baixo Potencial
Greene Concepts,0.0016191649999999999,United States,0.0,4016614.04055,0.0,0.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Prairie Operating,8.343462,United States,-92967375.0,104834769.4936,-0.747517,1708092.5,12564900.456621004,0.0,Empresas de Baixo Potencial
Freeze Tag,0.007333865,United States,-621491.25,550450.38095,13.3333,2507693.75,75055974.02597404,0.0,Empresas de Baixo Potencial
Wearable Health Solutions,9.5245e-05,United States,-980982.5,173984.99394999997,-0.0545852,750320.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Applied Blockchain,7.09099025,United States,-186968750.0,1521095505.71525,-14.625,206966250.0,214511013.56615883,0.0,Empresas de Baixo Potencial
Ascent Solar Technologies,2.2954045,United States,-15348500.0,2349231.2593,-0.0164023,332596.25,1023449.7925311204,0.0,Empresas de Baixo Potencial
Spire Global,9.420016235,United States,-65230000.0,229072179.8624,-3.01538,134028750.0,24317599.263925258,0.0,Empresas de Baixo Potencial
Trulite,9.5245e-05,United States,-5894487.5,20192.89245,-0.0030303,3603.75,212010000.0,0.0,Empresas de Baixo Potencial
Vivakor,1.504871,United States,-14017500.0,44056153.839600004,-3.6,77985943.75,29275701.265822783,0.0,Empresas de Baixo Potencial
Solar Integrated Roofing,9.5245e-05,United States,5624625.0,814232.3609000001,0.0178253,88115273.75,468084400.97929186,0.0,Empresas de Baixo Potencial
Trulieve Cannabis,11.277293735,United States,113748750.0,2112510419.235625,-3.33437,1454056250.0,187324234.7744545,0.0,Empresas de Baixo Potencial
Canfor,11.670465095,Canada,-511766250.0,1381842961.11375,-6.51402,4953497568.75,118405132.08901809,0.0,Empresas de Baixo Potencial
Bombardier,69.25044886500001,Canada,937500000.0,6845497310.195,15.9167,10502500000.0,98851305.9827226,0.0,Empresas de Potencial Mediano
Cymbria,50.69148439,Canada,194896250.0,1105200231.6842,9.40551,201419198.75,21802483.09915787,0.0,Empresas de Baixo Potencial
Interfor,13.868338715,Canada,-432350000.0,713482089.4158,-9.50934,2956952855.0,51446831.814404525,0.0,Empresas de Baixo Potencial
Planet13,0.5757998377,United States,-80553625.0,187229344.57199997,-2.32518,127153483.75,325163941.2054665,0.0,Empresas de Baixo Potencial
Bear Creek Mining,0.24576829309999998,Canada,-49273750.0,55949370.321,-1.0598,118308750.0,227650888.62880662,0.0,Empresas de Baixo Potencial
Postmedia Network Canada,0.89880896845,Canada,-53017125.0,94568224.27065,-1.34659,371761096.25,105215043.00711787,0.0,Empresas de Baixo Potencial
Los Andes Copper,5.919505323499999,Canada,6318537.5,174738377.13775003,-23.8458,0.0,29519084.380928174,0.0,Empresas de Baixo Potencial
Silver One Resources,0.2176805426,Canada,-2441500.0,58532733.79175,-16.3213,0.0,268892814.63850045,0.0,Empresas de Baixo Potencial
IsoEnergy,2.548965739,Canada,-27816375.0,455209854.60765,-52.23688250000001,0.0,178586101.66578233,0.0,Empresas de Baixo Potencial
Arizona Metals,1.158617327,Canada,-21611000.0,138851505.05194998,-10.3688,0.0,119842420.63035364,0.0,Empresas de Baixo Potencial
Wolverine Energy and Infrastructure,0.028573499999999998,Canada,-12254487.5,3118388.9239499997,-0.202091,52555415.0,109135700.0,0.0,Empresas de Baixo Potencial
enCore Energy,3.8740903749999998,Canada,-23537500.0,715660750.2144,-19.0073,44642828.75,184730009.0964966,0.0,Empresas de Baixo Potencial
Zoomd Technologies,0.29492138025,Canada,3790000.0,29067671.0629,-3.77841,46707500.0,98560745.36969756,0.0,Empresas de Baixo Potencial
Trillium Gold Mines,0.0476225,Canada,-7422525.0,738332.57285,-0.050976,0.0,15503860.0,0.0,Empresas de Baixo Potencial
Kuuhubb,0.0095245,Canada,5824487.5,678626.3396999999,0.142857,3859340.0,71250600.0,0.0,Empresas de Baixo Potencial
Playground Ventures,0.0070219471495,Canada,-111726.25,592946.79505,-0.0939926,0.0,84441933.61555292,0.0,Empresas de Baixo Potencial
ReconAfrica,0.7198255169,Canada,-20268250.0,202567640.32735002,-5.16658,0.0,281412141.65306014,0.0,Empresas de Baixo Potencial
Galaxy Digital Holdings,12.560053394999999,United States,367591250.0,4439750700.495749,-4.36659,350578750.0,353481833.30678827,0.0,Empresas de Alto Potencial
Snowflake,109.4650785,United States,-871390937.5,15534204037.670837,-42.8271,4008005000.0,335199989.41965085,0.0,Empresas de Muito Alto Potencial
Unity Software,21.8587275,United States,-871390937.5,8674810973.44,-7.95423,2578896250.0,396858004.35729843,0.0,Empresas de Alto Potencial
Palantir,34.702515749999996,United States,547126250.0,15534204037.670837,70.237755,3098726250.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Falabella,3.4137236675,Chile,1081773750.0,8564476480.4835,-52.23688250000001,10562148750.0,468084400.97929186,0.0,Empresas de Potencial Mediano
Compañía de Acero del Pacífico,6.283388845999999,Chile,160037500.0,939039210.6454,-6.18556,3374330000.0,149447890.88505825,0.0,Empresas de Baixo Potencial
Rocket Companies,18.0870255,United States,456415000.0,15534204037.670837,-52.23688250000001,5534955000.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
GoodRx,6.5242825,United States,-74121250.0,2475658512.2303753,70.237755,968865000.0,379452991.5328429,0.0,Empresas de Baixo Potencial
Lumen,6.876689000000001,United States,-871390937.5,6992285768.729625,-0.631944,10562148750.0,468084400.97929186,0.0,Empresas de Potencial Mediano
nCino,29.945027999999997,United States,-33345000.0,3460447557.593625,-48.8906,632656250.0,115560004.07124767,0.0,Empresas de Baixo Potencial
