Name,price,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,total_shares,dividend_yield,potencial
Align Technology,141.8878194545,United States,854393750.0,15534204037.670837,53.871,4928576250.0,74697102.60021128,0.0,Empresas de Muito Alto Potencial
Aimco,8.6577705,United States,-230652500.0,1226018144.6336,-7.42276,248005000.0,141608990.9790979,0.0,Empresas de Baixo Potencial
Carnival Corporation,17.2107715,United States,1135000000.0,15534204037.670837,-14.3721,10562148750.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
CBRE Group,116.92752425,United States,1220532500.0,15534204037.670837,64.4869,10562148750.0,306431013.6602418,0.0,Empresas de Muito Alto Potencial
Expedia Group,141.16737675,United States,1220532500.0,15534204037.670837,25.7496,10562148750.0,130178999.31856069,0.0,Empresas de Muito Alto Potencial
Gartner,141.8878194545,United States,1220532500.0,15534204037.670837,43.6858,7578610000.0,77059503.12586592,0.0,Empresas de Muito Alto Potencial
Intuitive Surgical,141.8878194545,United States,1220532500.0,15534204037.670837,70.237755,9465625000.0,354818862.22333217,0.0,Empresas de Muito Alto Potencial
Live Nation,103.0246116,United States,1220532500.0,15534204037.670837,70.237755,10562148750.0,232112933.6587569,0.0,Empresas de Muito Alto Potencial
Monster Beverage,50.060772,United States,1220532500.0,15534204037.670837,34.9733,9232288750.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
United Airlines Holdings,54.932553750000004,United States,1220532500.0,15534204037.670837,6.63907,10562148750.0,328833981.86389613,0.0,Empresas de Muito Alto Potencial
Zymeworks,11.8961005,Canada,-144971250.0,845187001.1392,4.41993,78381250.0,71047399.19935949,0.0,Empresas de Baixo Potencial
Zuora,8.25297925,United States,-60120000.0,1250136434.03525,-10.6098,557103750.0,151476987.42066386,0.0,Empresas de Baixo Potencial
"YPF 
 (Yacimientos Petrolíferos Fiscales)",20.306234,Argentina,1220532500.0,10346026009.651249,5.2104,10562148750.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Yext,6.4099885,United States,-7176250.0,819972159.8624,-34.7571,495185000.0,127921003.26894502,0.0,Empresas de Baixo Potencial
YETI Holdings,38.9266315,United States,316582500.0,3295217080.2047496,52.8312,2197808750.0,84651996.67237453,0.0,Empresas de Baixo Potencial
Yelp,33.392897000000005,United States,188533750.0,2234275436.08325,26.447,1721582500.0,66908703.25157023,0.0,Empresas de Baixo Potencial
XPO Logistics,104.15993200000001,United States,786250000.0,12123487285.299252,70.237755,10021250000.0,116393003.07242185,0.0,Empresas de Muito Alto Potencial
Workiva,76.291245,United States,-35503750.0,4214328343.3216248,-31.5608,847497500.0,55239999.600499704,0.0,Empresas de Alto Potencial
WideOpenWest,5.047985000000001,United States,-183750000.0,427509331.22720003,-2.88108,827750000.0,84689104.90566038,0.0,Empresas de Baixo Potencial
WEX,141.8878194545,United States,741125000.0,8182178597.324751,33.4026,3301125000.0,41084001.453849584,0.0,Empresas de Alto Potencial
Zomedica Pharmaceuticals,0.126009135,United States,-72197500.0,125750822.9404,-5.76087,32596250.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Zynex,7.7815164999999995,United States,12930000.0,247004786.5488,18.8372,242017500.0,31742499.87760098,0.0,Empresas de Baixo Potencial
Zumiez,20.772934499999998,United States,-54785000.0,397623035.104,-50.0,1128472500.0,19141399.358092617,0.0,Empresas de Baixo Potencial
Zscaler,141.8878194545,United States,-22565000.0,15534204037.670837,-52.23688250000001,2709713750.0,152489827.68549886,0.0,Empresas de Muito Alto Potencial
ZoomInfo,10.038822999999999,United States,392500000.0,3666981143.5263753,70.237755,1539750000.0,365279987.8557851,0.0,Empresas de Baixo Potencial
Zoom,66.4714855,United States,1220532500.0,15534204037.670837,70.237755,5733672500.0,307788987.07551825,0.0,Empresas de Muito Alto Potencial
Zion Oil &amp; Gas,0.0361931,United States,-9137500.0,29750076.724200003,-0.338983,0.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Zillow,62.695021249999996,United States,-167500000.0,14515903191.45,-52.23688250000001,2588750000.0,231531992.52564254,0.0,Empresas de Muito Alto Potencial
Zentalis Pharmaceuticals,3.562163,United States,-243013750.0,253298286.604,-0.78125,50700000.0,71108000.0,0.0,Empresas de Baixo Potencial
Youngevity International,0.010572195,United States,-57807500.0,359921.3305,-0.00689441,132453750.0,34044144.14414414,0.0,Empresas de Baixo Potencial
Y-mAbs Therapeutics,12.230886674999999,United States,-34556250.0,545128189.4048,-14.5506,108182500.0,44569801.34719465,0.0,Empresas de Baixo Potencial
Yield10 Bioscience,0.9429255000000001,United States,-15877500.0,619652.5406,-0.352518,1012500.0,657159.595959596,0.0,Empresas de Baixo Potencial
XPEL,41.07707311,United States,75061250.0,1135407324.3968,24.7386,510295000.0,27640901.321189575,0.0,Empresas de Baixo Potencial
Xeris Pharmaceuticals,2.74781825,United States,-37776250.0,409422199.0528,-5.51923,226766250.0,148999010.05199307,0.0,Empresas de Baixo Potencial
Xenon Pharmaceuticals,37.202697,Canada,-296905000.0,2818643651.136,-15.5221,0.0,75764497.69585255,0.0,Empresas de Baixo Potencial
Xencor,19.363308500000002,United States,-217152500.0,1354021938.521625,-9.46262,167022500.0,69927199.60649416,0.0,Empresas de Baixo Potencial
XBiotech,6.9814585,United States,-53657500.0,212677558.9576,-7.67021,0.0,30463198.908594817,0.0,Empresas de Baixo Potencial
X4 Pharmaceuticals,0.636141355,United States,22160000.0,107189820.2224,-0.629808,703750.0,168500002.99446025,0.0,Empresas de Baixo Potencial
Weight Watchers,0.779580325,United States,-260048750.0,62157424.1818,-0.18862,1036811250.0,79731904.70372634,0.0,Empresas de Baixo Potencial
Wrap Technologies,1.4191504999999998,United States,-32592500.0,65095583.8496,-3.7,8622500.0,45869401.342281885,0.0,Empresas de Baixo Potencial
World Acceptance Corporation,108.9507555,United States,124975750.0,637863110.2944,12.1368,647072585.0,5854600.157356412,0.0,Empresas de Baixo Potencial
Workhorse Group,0.8673009700000001,United States,-138088750.0,21129619.4054,-1.24082,12020761.25,24362499.450911485,0.0,Empresas de Baixo Potencial
Workday,141.8878194545,United States,840246250.0,15534204037.670837,-52.23688250000001,9828652500.0,264999995.49258885,0.0,Empresas de Muito Alto Potencial
WillScot,36.52169525,United States,318652500.0,6884011374.6432495,16.4829,3011226250.0,188491014.10875085,0.0,Empresas de Alto Potencial
Willdan Group,39.0028275,United States,26881250.0,545821207.264,70.237755,689875000.0,13994400.976800976,0.0,Empresas de Baixo Potencial
Wheeler Real Estate Investment Trust,8.769683375,United States,-718750.0,5478474.30345,-0.367755,129510000.0,624706.0548465925,0.0,Empresas de Baixo Potencial
Westwater Resources,0.49165469000000006,United States,-16797500.0,28992926.596699998,-2.24435,0.0,58970100.736148775,0.0,Empresas de Baixo Potencial
Westport Fuel Systems,4.29631146,Canada,-36670000.0,74440467.01879999,-1.46906,406871250.0,17326599.272856254,0.0,Empresas de Baixo Potencial
Vuzix,1.12293855,United States,-101904250.0,74075091.9596,-1.87097,7929226.25,65965401.18744699,0.0,Empresas de Baixo Potencial
vTv Therapeutics,12.724732000000001,United States,-31636250.0,30957489.9696,-52.23688250000001,1250000.0,2432859.8802395207,0.0,Empresas de Baixo Potencial
Vroom,8.1624965,United States,-359665000.0,14859498.1879,-7.08264,661622500.0,1820459.976662777,0.0,Empresas de Baixo Potencial
Voyager Therapeutics,5.5718325,United States,-8315000.0,303850416.1296,2.4477,179711250.0,54533300.51282051,0.0,Empresas de Baixo Potencial
Voxx International,6.238452255,United States,-46993750.0,140227933.4072,-4.61348,560807500.0,22478000.58016153,0.0,Empresas de Baixo Potencial
Viveve Medical,0.000285735,United States,-26540000.0,3064.03165,-0.000150943,8532500.0,10723333.333333334,0.0,Empresas de Baixo Potencial
Visteon,91.7876065,United States,415000000.0,2533971250.073625,17.7536,4938750000.0,27606899.740583446,0.0,Empresas de Potencial Mediano
VistaGen Therapeutics,2.93392698,United States,-47693000.0,79377685.8936,-0.476032,1213000.0,27055099.33774834,0.0,Empresas de Baixo Potencial
Vislink Technologies,6.057582,United States,-11181250.0,14922611.3347,-1.11901,40688750.0,2463460.0628930815,0.0,Empresas de Baixo Potencial
VirTra,5.90519,United States,8623912.5,65965696.452,14.881,40084903.75,11170800.0,0.0,Empresas de Baixo Potencial
Vir Biotechnology,7.18852113,United States,-615341250.0,982239527.2032,-3.86154,72061250.0,136640000.0,0.0,Empresas de Baixo Potencial
Village Farms International,0.873682385,Canada,-58627500.0,97614787.0352,-1.27521,392492500.0,111728001.74424943,0.0,Empresas de Baixo Potencial
Viking Therapeutics,59.5186005,United States,-120931250.0,6594423173.401625,-52.23688250000001,0.0,110796005.24884024,0.0,Empresas de Alto Potencial
Viemed Healthcare,6.9052625,United States,18937500.0,268102331.248,30.375,257123750.0,38825798.62068965,0.0,Empresas de Baixo Potencial
Vicor,40.088620500000005,United States,33315000.0,1806850255.7183752,35.5378,462777500.0,45071400.14255105,0.0,Empresas de Baixo Potencial
VIAVI Solutions,8.553001,United States,49750000.0,1898022000.42875,70.237755,1250500000.0,221912987.0823995,0.0,Empresas de Baixo Potencial
ViaSat,11.343679499999999,United States,-871390937.5,1449483944.729625,0.8855,5788033750.0,127778993.1150316,0.0,Empresas de Potencial Mediano
Veru,0.747006535,United States,-64455750.0,109349809.1912,-0.56,17614886.25,146384006.1201071,0.0,Empresas de Baixo Potencial
Vertex Energy,0.11524645,United States,-127821250.0,10777191.765950002,0.188889,3995673750.0,93514305.78512397,0.0,Empresas de Baixo Potencial
Verra Mobility,26.33048025,United States,161886250.0,4335550937.03675,54.5294,1066377500.0,164659014.79471686,0.0,Empresas de Alto Potencial
Veritone,3.5293987199999997,United States,-59358750.0,134395617.2616,-3.0,164947500.0,38078898.963730566,0.0,Empresas de Baixo Potencial
Verint Systems,24.57321,United States,131313750.0,1523674100.26875,-52.23688250000001,1143878750.0,62005497.05426153,0.0,Empresas de Baixo Potencial
Vericel,41.088693000000006,United States,2768750.0,2014586763.142375,-52.23688250000001,268150000.0,49030198.23829332,0.0,Empresas de Baixo Potencial
Verb Technology,0.045717600000000004,United States,-13682500.0,6656344.45475,-0.00393695,127500.0,145596979.16666666,0.0,Empresas de Baixo Potencial
Verastem Oncology,2.754009175,United States,-111863750.0,110831516.6072,-0.615561,12500000.0,40243699.118104786,0.0,Empresas de Baixo Potencial
Veracyte,32.23567025,United States,-68482500.0,2476089598.7200003,-52.23688250000001,499473750.0,76812102.23075788,0.0,Empresas de Baixo Potencial
Vera Bradley,5.276573,United States,1035000.0,148935490.3736,-9.37288,549596250.0,28225799.27797834,0.0,Empresas de Baixo Potencial
Veeco,31.778494249999998,United States,122176250.0,1804535482.19525,23.2847,877066250.0,56784801.31874877,0.0,Empresas de Baixo Potencial
VBI Vaccines,0.062194985,United States,-103731250.0,1783895.0373,-0.00473298,11763750.0,28682297.09035222,0.0,Empresas de Baixo Potencial
Vaxcyte,107.7697175,United States,-621485000.0,13340059198.463749,-33.7731,0.0,123783002.38621068,0.0,Empresas de Alto Potencial
Vaxart,0.797486385,United States,-94223750.0,181379518.5856,-1.08039,19566250.0,227439015.8843903,0.0,Empresas de Baixo Potencial
Varonis,53.546739,United States,-99986250.0,6006873257.216001,-52.23688250000001,650968750.0,112180001.42298116,0.0,Empresas de Alto Potencial
Varex Imaging,11.457973500000001,United States,37375000.0,468184249.46879995,16.1081,1040875000.0,40860999.50124688,0.0,Empresas de Baixo Potencial
Vanda Pharmaceuticals,4.419368,United States,-40587500.0,257604076.84640002,17.2963,227527500.0,58289800.0,0.0,Empresas de Baixo Potencial
Vaccinex,3.200232,United States,-22161250.0,8319739.327849999,-0.664032,445000.0,2599730.0595238092,0.0,Empresas de Baixo Potencial
Usio,1.3620035,United States,-697290.0,37266183.5072,0.0,100355827.5,27361297.902097903,0.0,Empresas de Baixo Potencial
UroGen Pharma,12.391374500000001,United States,-137058750.0,521851591.4976,-2.75641,106263750.0,42114100.53804766,0.0,Empresas de Baixo Potencial
Urban Outfitters,36.6407515,United States,506933750.0,3380486865.625625,15.7695,6650073750.0,92260303.82116003,0.0,Empresas de Potencial Mediano
Urban One,1.6667874999999999,United States,-157631250.0,58748758.0238,2.43836,575403750.0,35246699.42857143,0.0,Empresas de Baixo Potencial
Upwork,10.172166,United States,95276250.0,1342797109.5423748,-47.9545,929666250.0,132006999.25093386,0.0,Empresas de Baixo Potencial
Upland Software,2.419223,United States,-165532500.0,65961810.456,-0.435154,357967500.0,27265700.787401572,0.0,Empresas de Baixo Potencial
Universal Electronics,9.14352,United States,-42381250.0,118681982.86760001,-1.73166,483801250.0,12979900.833333334,0.0,Empresas de Baixo Potencial
Unity Biotechnology,1.3543839,United States,-34231250.0,22818118.9556,-0.365239,0.0,16847600.562587906,0.0,Empresas de Baixo Potencial
United Therapeutics,141.8878194545,United States,1220532500.0,15228534998.2725,18.5575,3270875000.0,44491200.04452381,0.0,Empresas de Muito Alto Potencial
Ultralife Corporation,8.2767905,United States,15393750.0,137587559.1368,0.0,211182500.0,16623298.504027618,0.0,Empresas de Baixo Potencial
Ultragenyx,52.003769999999996,United States,-650075000.0,4792937603.737625,-5.31543,601628750.0,92165195.01831551,0.0,Empresas de Alto Potencial
UCT (Ultra Clean Holdings),38.431357500000004,United States,21750000.0,1730587081.32475,0.0,2341875000.0,45030599.85129981,0.0,Empresas de Baixo Potencial
UFP Technologies,141.8878194545,United States,77045000.0,2360950493.64475,49.5122,521833750.0,7674360.074303243,0.0,Empresas de Baixo Potencial
U.S. Gold Corp,5.371818,United States,-8649900.0,57651962.3214,-5.70408,0.0,10732300.0,0.0,Empresas de Baixo Potencial
CarParts.com,0.861872005,United States,-29725000.0,49376646.213999994,-6.038,792272500.0,57289998.89490551,0.0,Empresas de Baixo Potencial
Twist Bioscience,44.1270085,United States,-274848750.0,2585224946.649625,-12.5378,369012500.0,58586000.60436059,0.0,Empresas de Baixo Potencial
Turtle Beach Corp,14.326657654999998,United States,-9385000.0,297339742.2352,-4.36994,363777500.0,20754299.390369568,0.0,Empresas de Baixo Potencial
Tucows,20.1633665,Canada,-66532500.0,221349410.4784,-3.17372,436036250.0,10977800.283419933,0.0,Empresas de Baixo Potencial
TTM Technologies,17.44412175,United States,116553750.0,1778445727.968,-52.23688250000001,2896088750.0,101951004.0950041,0.0,Empresas de Baixo Potencial
Trupanion,42.574515000000005,United States,-6133750.0,1795103392.704,-28.8514,1503288750.0,42163801.34228188,0.0,Empresas de Baixo Potencial
TrueCar,3.23833,United States,-44783750.0,294329878.3216,-2.23179,206600000.0,90889402.35294119,0.0,Empresas de Baixo Potencial
TripAdvisor,14.048637500000002,United States,147500000.0,1947674971.43675,-52.23688250000001,2268750000.0,138637997.55931845,0.0,Empresas de Baixo Potencial
Trimble,58.451856500000005,United States,647500000.0,14274410880.71625,45.6667,4748375000.0,244207998.43570834,0.0,Empresas de Muito Alto Potencial
Trevena,3.7336039999999997,United States,-32267500.0,3184513.71765,-0.888393,4432500.0,852932.9081632653,0.0,Empresas de Baixo Potencial
TransMedics Group,141.8878194545,United States,1850000.0,4956733889.536,-52.23688250000001,448448750.0,33314299.395064496,0.0,Empresas de Alto Potencial
Transcat,114.50544389999999,United States,24881250.0,1047163944.3584,70.237755,331987500.0,9145101.82828434,0.0,Empresas de Baixo Potencial
TransAct Technologies,4.48127725,United States,-923750.0,44805198.617599994,0.0,65926250.0,9998309.883103082,0.0,Empresas de Baixo Potencial
TPI Composites,4.343172,United States,-211010000.0,206534332.6536,-0.995604,1598406250.0,47553800.0,0.0,Empresas de Baixo Potencial
ToughBuilt Industries,2.5335170000000002,United States,-64138500.0,1962201.2969,-1.0606,112028253.75,774496.9924812029,0.0,Empresas de Baixo Potencial
Tonix Pharmaceuticals,0.133343,United States,-118982500.0,18666288.4459,-0.010624,15572500.0,139987014.2857143,0.0,Empresas de Baixo Potencial
Titan Pharmaceuticals,5.1337055,United States,-6826250.0,4693407.86645,-9.61403,0.0,914233.9517625232,0.0,Empresas de Baixo Potencial
Titan Medical,0.03510978337,Canada,-6092500.0,4003915.0247,-0.139823,1187500.0,114039866.9654338,0.0,Empresas de Baixo Potencial
Titan Machinery,13.467643,United States,162327500.0,311476965.2048,2.75253,3248825000.0,23127800.848656293,0.0,Empresas de Baixo Potencial
Tilray,1.66202525,Canada,-311275000.0,1401024142.1247501,-0.769912,986177500.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Theravance Biopharma,7.6862715,Cayman Islands,-47777500.0,376028540.0928,0.713028,77521250.0,48922099.62825279,0.0,Empresas de Baixo Potencial
TherapeuticsMD,1.600116,United States,-7133750.0,18453177.7584,0.340956,1163750.0,11532400.0,0.0,Empresas de Baixo Potencial
The Trade Desk,103.5408395,United States,470251250.0,15534204037.670837,70.237755,2718582500.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Simply Good Foods,32.9071475,United States,242702500.0,3295190015.385625,25.7037,1595065000.0,100135996.75832203,0.0,Empresas de Baixo Potencial
The RealReal,3.0954625,United States,-115327500.0,335851486.5152,-1.53302,706598750.0,108497998.76923075,0.0,Empresas de Baixo Potencial
The Pennant Group,32.802378000000004,United States,41338750.0,990851564.864,70.237755,764757500.0,30206699.186991867,0.0,Empresas de Baixo Potencial
The ONE Group Hospitality,3.5050160000000004,United States,35155000.0,109165475.82800001,13.8889,530386250.0,31145500.0,0.0,Empresas de Baixo Potencial
Middleby,134.0954355,United States,763912500.0,7210244365.772751,16.7704,4884623750.0,53769498.8564525,0.0,Empresas de Alto Potencial
LoveSac,26.5638305,United States,13185000.0,413298655.3136,19.1986,867220000.0,15558699.462172821,0.0,Empresas de Baixo Potencial
The Joint Corp.,11.0388955,United States,958848.75,165548108.03440002,52.6818,150088848.75,14996800.0,0.0,Empresas de Baixo Potencial
Hain Celestial,8.15659131,United States,-28835000.0,732825697.44,-6.59231,2170357500.0,89844601.695509,0.0,Empresas de Baixo Potencial
Goodyear,8.076680755,United States,305000000.0,2299326094.77125,-6.79845,10562148750.0,284687009.9883315,0.0,Empresas de Potencial Mediano
Descartes Systems,97.130851,Canada,211697500.0,8319626915.891251,70.237755,759621250.0,85653804.43224213,0.0,Empresas de Alto Potencial
The Chefs' Warehouse,39.49333925,United States,81472500.0,1572881477.06875,70.237755,4576862500.0,39826500.03617382,0.0,Empresas de Baixo Potencial
The Bancorp,50.8322565,United States,340516250.0,2488696440.2687497,15.3324,603908750.0,48958999.887576304,0.0,Empresas de Baixo Potencial
TG Therapeutics,22.792223745,United States,135232500.0,3528760624.217625,-52.23688250000001,433407500.0,154823007.34221864,0.0,Empresas de Baixo Potencial
Texas Capital Bancshares,66.86199,United States,250061250.0,3088803213.42725,9.37101,1310158750.0,46196698.803419545,0.0,Empresas de Baixo Potencial
Tenable,38.0694265,United States,-29622500.0,4534449561.856,-52.23688250000001,1065046250.0,119110004.50337753,0.0,Empresas de Alto Potencial
Tellurian,0.92101915,United States,-201900000.0,823278761.4784,-4.40955,135847500.0,468084400.97929186,0.0,Empresas de Baixo Potencial
TELA Bio,2.5239925000000003,United States,-45957500.0,62377447.751399994,-1.16889,80930000.0,24713800.754716977,0.0,Empresas de Baixo Potencial
TechTarget,23.335024999999998,United States,-10171250.0,666739992.288,27.3111,281212500.0,28572499.591836736,0.0,Empresas de Baixo Potencial
Target Hospitality,7.1544234200000005,United States,227945000.0,718525902.6848,5.22535,599440000.0,100431000.5857607,0.0,Empresas de Baixo Potencial
Tapinator,0.2952595,United States,-747437.5,804711.6706999999,-0.293433,5807803.75,2725438.709677419,0.0,Empresas de Baixo Potencial
Tandem Diabetes Care,40.26482375,United States,-170246250.0,2635932714.12475,-13.1393,962511250.0,65464901.33648605,0.0,Empresas de Baixo Potencial
Tactile Medical,13.70099325,United States,25197500.0,328367606.8304,70.237755,351930000.0,23966700.868960723,0.0,Empresas de Baixo Potencial
T2 Biosystems,1.864611365,United States,-55406250.0,32593406.6602,-0.00697107,8955000.0,17480000.0,0.0,Empresas de Baixo Potencial
Syros Pharmaceuticals,1.9087098,United States,-157801250.0,51172124.948199995,-0.357424,5185000.0,26809798.40319361,0.0,Empresas de Baixo Potencial
Synlogic,1.4572485,United States,-70192500.0,17044123.2284,-0.144612,3962500.0,11696099.34640523,0.0,Empresas de Baixo Potencial
Syndax Pharmaceuticals,18.12988575,United States,-330102500.0,1542787958.304,-7.77366,4375000.0,85096397.16312055,0.0,Empresas de Baixo Potencial
Synchronoss,14.248652,United States,-5515000.0,154144767.0664,-30.0213,166497500.0,10818200.0,0.0,Empresas de Baixo Potencial
Synaptics,73.681532,United States,-74125000.0,2941425763.622375,42.6522,1199250000.0,39920800.82730059,0.0,Empresas de Baixo Potencial
SWK Holdings,16.3916645,United States,14023750.0,202630461.072,12.2057,52715000.0,12361798.954096455,0.0,Empresas de Baixo Potencial
Sutro Biopharma,3.352624,United States,-88685000.0,274793467.7488,-1.417,211698750.0,81963700.0,0.0,Empresas de Baixo Potencial
SurModics,36.6407515,United States,-7008750.0,522753630.224,-23.3273,151026250.0,14267000.779828439,0.0,Empresas de Baixo Potencial
Surgery Partners,30.042654125000002,United States,431000000.0,3819142239.168,-52.23688250000001,3611250000.0,127123995.87857653,0.0,Empresas de Alto Potencial
Supernus Pharmaceuticals,29.392607,United States,46780000.0,1619691422.9247499,38.924,787703750.0,55105401.94426271,0.0,Empresas de Baixo Potencial
Supermicro,141.8878194545,United States,1220532500.0,15534204037.670837,36.3411,10562148750.0,58556499.16068858,0.0,Empresas de Muito Alto Potencial
Super League Gaming,0.08152972,United States,-103271250.0,277950.62614999997,-0.00238906,25005000.0,3409193.925233645,0.0,Empresas de Baixo Potencial
Sunrun,17.46317075,United States,-871390937.5,3903716873.241625,-3.37591,2577281250.0,223539981.89255664,0.0,Empresas de Alto Potencial
SunPower,0.11696086,United States,-102931250.0,20523939.3063,-0.198065,2282036250.0,175476986.97068405,0.0,Empresas de Baixo Potencial
SunOpta,6.25283425,Canada,21035000.0,733313656.6240001,-23.2857,860010000.0,117277002.28484388,0.0,Empresas de Baixo Potencial
Sundial Growers,1.942902755,Canada,-106347875.0,515016932.2112,-2.26739,843463216.25,265076021.37359676,0.0,Empresas de Baixo Potencial
Stratus Properties,25.163729,United States,-5441250.0,203255999.7536,-11.3391,53668750.0,8077340.196820591,0.0,Empresas de Baixo Potencial
StoneCo,10.8484055,Brazil,775843750.0,3323322553.894375,22.4309,2955437511.25,306342029.1483735,0.0,Empresas de Alto Potencial
Stoke Therapeutics,11.734184,United States,-129461250.0,617778941.9168,-4.83794,18946250.0,52647797.4025974,0.0,Empresas de Baixo Potencial
Stitch Fix,2.71924475,United States,-166783750.0,344903571.31520003,-1.88079,1671835000.0,126838002.1015762,0.0,Empresas de Baixo Potencial
Sterling Construction,134.86215775,United States,278370000.0,4144733233.28,36.2684,2586883750.0,30733107.80747908,0.0,Empresas de Alto Potencial
Sterling Bancorp,4.3907945,United States,11407500.0,229759742.088,70.237755,77045000.0,52327600.86767896,0.0,Empresas de Baixo Potencial
Stericycle,58.080401,United States,72000000.0,5391975194.624,-52.23688250000001,3290000000.0,92836397.50737946,0.0,Empresas de Alto Potencial
SmartRent,1.69059875,United States,-41068750.0,342167037.69280005,-4.91667,271705000.0,202393996.6197183,0.0,Empresas de Baixo Potencial
Staffing 360 Solutions,1.3581937,United States,-20452500.0,1233132.25275,-0.164887,189142500.0,907920.757363254,0.0,Empresas de Baixo Potencial
STAAR Surgical,35.9549875,United States,32896250.0,1768561095.193625,70.237755,416177500.0,49188199.417219244,0.0,Empresas de Baixo Potencial
SPS Commerce,141.8878194545,United States,102565000.0,6850747980.36475,70.237755,729747500.0,37500398.342065886,0.0,Empresas de Alto Potencial
Sprouts Farmers Market,103.5579836,United States,549392500.0,10369232507.238375,44.0367,8986442500.0,100129725.8479874,0.0,Empresas de Muito Alto Potencial
Sprout Social,27.566284125,United States,-85440000.0,1573491776.550375,-32.3,469120000.0,57080300.319598295,0.0,Empresas de Baixo Potencial
SpringWorks Therapeutics,30.649841000000002,United States,-376328750.0,2276455591.065625,-6.62834,107732500.0,74272998.3840903,0.0,Empresas de Baixo Potencial
Sportsman's Warehouse,2.7430559999999997,United States,-37835000.0,103820288.33000001,23.75,1554921250.0,37848402.77777778,0.0,Empresas de Baixo Potencial
SPI Energy,0.40441026999999996,United States,-14562500.0,12780617.9562,-0.316791,262360000.0,31603099.387658976,0.0,Empresas de Baixo Potencial
Sphere 3D,0.9238765,Canada,-21778750.0,19164155.0148,-0.0649542,31282500.0,20743200.0,0.0,Empresas de Baixo Potencial
Spero Therapeutics,1.245709355,United States,21926250.0,67329467.6992,-5.03846,131785000.0,54049098.554935396,0.0,Empresas de Baixo Potencial
Southern First Bancshares,31.802305500000003,United States,22402500.0,259350976.8208,18.0486,109806250.0,8155099.850254567,0.0,Empresas de Baixo Potencial
Sotherly Hotels,1.162084245,United States,4380950.0,46379015.56819999,3.95161,217297570.0,39910200.803212844,0.0,Empresas de Baixo Potencial
Sonos,11.573600930000001,United States,3837500.0,1400521370.438375,-36.8182,1959780000.0,121009993.2518042,0.0,Empresas de Baixo Potencial
Sonoma Pharmaceuticals,2.952595,United States,-5792500.0,3952401.76645,-2.11184,15873750.0,1338619.677419355,0.0,Empresas de Baixo Potencial
Sonim Technologies,2.8002029999999998,United States,-12496250.0,13543125.614950001,70.237755,86608750.0,4836479.93197279,0.0,Empresas de Baixo Potencial
Soligenix,3.6288345,United States,-9826587.5,8275266.58,-1.41407,146286.25,2280419.947506562,0.0,Empresas de Baixo Potencial
Solid Biosciences,6.73858375,United States,-118213750.0,260076972.30879998,-1.14302,0.0,38595197.7385159,0.0,Empresas de Baixo Potencial
Socket Mobile,1.104842,United States,-3984950.0,8395528.6317,-4.14286,22079316.25,7598850.0,0.0,Empresas de Baixo Potencial
Smith Micro Software,0.96216499,United States,-30096250.0,10617586.8621,-2.34091,38165000.0,11035099.980201941,0.0,Empresas de Baixo Potencial
Smart Sand,1.897947115,United States,638750.0,81472222.4984,9.85,369623750.0,42926497.716665834,0.0,Empresas de Baixo Potencial
SMART Global Holdings,20.13003075,United States,22325000.0,1065176556.8448,-39.4444,1278645000.0,52914800.283889286,0.0,Empresas de Baixo Potencial
Sleep Number,16.7916935,United States,-63461250.0,375378283.42880005,33.4906,2226285000.0,22354998.52524107,0.0,Empresas de Baixo Potencial
SkyWest,79.6724425,United States,288912500.0,3195159906.5856247,-52.23688250000001,3985862500.0,40103702.1876871,0.0,Empresas de Alto Potencial
SiTime,141.8878194545,United States,-132337500.0,3789785931.9423747,-52.23688250000001,193513750.0,23132299.005871598,0.0,Empresas de Baixo Potencial
Sweetgreen,34.2596265,United States,-116341250.0,3910496732.36475,-25.4965,811181250.0,114143005.39338191,0.0,Empresas de Baixo Potencial
SINTX Technologies,3.286809705,United States,-10743750.0,2456209.49085,-0.125877,1797500.0,747292.88011823,0.0,Empresas de Baixo Potencial
Silk Road Medical,26.1828505,United States,-62032500.0,1063864156.9408,-19.4965,239288750.0,40632098.3630411,0.0,Empresas de Baixo Potencial
Silicon Labs,110.5508715,United States,-198815000.0,3569588025.894375,61.3316,677933750.0,32289098.92306344,0.0,Empresas de Baixo Potencial
Signature Bank,1.8763265000000002,United States,1220532500.0,118159788.8208,0.0953065,3370463750.0,62974002.03045685,0.0,Empresas de Baixo Potencial
SigmaTron International,2.571615,United States,-6695412.5,15736457.95335,-0.765363,450663053.75,6119290.0,0.0,Empresas de Baixo Potencial
SI-BONE,12.95332,United States,-51060000.0,540077004.1728001,-9.91111,188386250.0,41694098.823529415,0.0,Empresas de Baixo Potencial
"SoundThinking 
 (ShotSpotter)",10.734111500000001,United States,-9953750.0,137213086.2752,-52.23688250000001,123027500.0,12782901.15350488,0.0,Empresas de Baixo Potencial
